Report_Date,Case ID,Source,Event Type,Portfolio,OneCode,Location,ClientName,Scheme,Team Name,Process Name,Process Group,Current Outsourcing Team,Onshore/Offshore,Scan+2,Site,Manual/RPA,Critical,Forthcoming Event,Operational Location,Current Activity User,Consented/Non consented,Mercer Consented,Vulnerable Customer,Start Date,Create Date,Data Type,Target Date,End Date,Within SLA,No of Days,Days to Target,Pend Case,No of days in pend,Regulatory Date (disclosure),Pend Reason
11-03-2025,3841baa8-4eb7-442c-ae06-bfb733e947c1,Paper,Change,Hybrid,joJ-70817,Mumbai,Garcia-Bush,Focused object-oriented migration,Team C,Approval,Group 1,Team X,Offshore,12-03-2025,Sydney,RPA,No,Yes,Singapore,sandrajuarez,Non consented,Yes,Yes,08-03-2025,10-03-2025,Query,18-03-2025,,Within SLA,1,7,Yes,2,12-03-2025,Other
11-03-2025,a7d84bfa-369c-463b-9827-2988648470f3,Portal,Request,Debt,hEc-25544,New York,"Smith, Henry and Carson",Integrated bi-directional website,Team A,Processing,Group 2,Team X,Offshore,11-03-2025,New York,RPA,No,Yes,Singapore,smayo,Consented,Yes,No,06-03-2025,09-03-2025,Transaction,13-03-2025,,Within SLA,3,2,Yes,3,14-03-2025,Client Response
11-03-2025,a0a807f4-5c74-4941-81ac-58c660e14755,Email,Request,Debt,RPy-64184,London,Ortiz-West,Synergistic bottom-line database,Team C,Processing,Group 2,Team Y,Onshore,12-03-2025,London,RPA,Yes,No,Mumbai,samanthayoung,Non consented,No,Yes,09-03-2025,10-03-2025,Transaction,13-03-2025,11-03-2025,Within SLA,1,,No,0,14-03-2025,
11-03-2025,95aa4bc2-68b4-4725-b75d-8a798a7c8ceb,Portal,Closure,Equity,vLB-82088,Singapore,"Castillo, Kline and Jones",Universal transitional database,Team A,Processing,Group 2,Team Z,Offshore,12-03-2025,London,RPA,Yes,No,Singapore,pambennett,Consented,No,No,09-03-2025,10-03-2025,Complaint,17-03-2025,,Within SLA,1,6,No,0,13-03-2025,
11-03-2025,abc017a8-653e-43e6-bfcc-12609fef9dc7,Phone,Change,Equity,gHf-55443,London,"Rivera, Morales and Crawford",Balanced tertiary architecture,Team B,Audit,Group 2,Team X,Offshore,13-03-2025,New York,RPA,No,Yes,London,sandovaltravis,Consented,Yes,Yes,09-03-2025,11-03-2025,Complaint,14-03-2025,11-03-2025,Within SLA,1,,No,0,13-03-2025,
11-03-2025,55c6218b-a349-472e-89eb-36b9af262f92,Portal,Change,Hybrid,dwA-19180,Singapore,"Williams, Callahan and Clarke",Multi-lateral global complexity,Team B,Processing,Group 2,Team Z,Offshore,13-03-2025,London,RPA,No,No,New York,reynoldsstephen,Consented,No,No,09-03-2025,11-03-2025,Query,18-03-2025,11-03-2025,Within SLA,1,,Yes,1,13-03-2025,Client Response
11-03-2025,649c96cd-9dba-4a21-93d2-4eafb6dca145,Portal,Change,Debt,Mom-22969,Sydney,"Russell, Graham and Pineda",Extended needs-based paradigm,Team A,Processing,Group 1,Team Z,Offshore,13-03-2025,New York,Manual,Yes,No,Singapore,jennifer87,Non consented,Yes,Yes,08-03-2025,11-03-2025,Complaint,12-03-2025,,Within SLA,1,1,No,0,12-03-2025,
11-03-2025,fa0594c0-c212-4d36-8763-52f60b1aa98c,Phone,Closure,Equity,rlF-53715,Singapore,Reyes-Owens,Reverse-engineered demand-driven migration,Team A,Approval,Group 1,Team Z,Offshore,13-03-2025,London,Manual,No,Yes,Sydney,boyderic,Non consented,Yes,No,10-03-2025,11-03-2025,Transaction,18-03-2025,,Within SLA,1,7,No,0,12-03-2025,
11-03-2025,1a136705-51c8-4776-8d0d-841d6e65c32c,Email,Request,Hybrid,UEa-74869,Mumbai,Nelson-Fitzpatrick,Cross-platform 24/7 projection,Team C,Audit,Group 2,Team X,Onshore,12-03-2025,London,RPA,No,No,Sydney,vfranco,Non consented,Yes,No,09-03-2025,10-03-2025,Transaction,14-03-2025,11-03-2025,Within SLA,1,,No,0,14-03-2025,
11-03-2025,db4d259d-cb05-42fb-bb8f-91954f9a2578,Phone,Change,Debt,ohr-56249,London,Gonzalez-Gonzalez,Reduced 5thgeneration knowledgebase,Team A,Validation,Group 2,Team X,Onshore,11-03-2025,New York,RPA,No,No,Mumbai,onealcasey,Consented,Yes,Yes,09-03-2025,09-03-2025,Transaction,13-03-2025,,Within SLA,1,2,Yes,1,13-03-2025,Other
11-03-2025,caa2b759-cbae-467a-8ccf-4052b92d07a4,Paper,Request,Debt,tkp-51399,Singapore,Miller-Palmer,Enhanced full-range portal,Team A,Processing,Group 2,Team Z,Onshore,12-03-2025,Mumbai,Manual,Yes,Yes,Sydney,courtney89,Consented,Yes,Yes,08-03-2025,10-03-2025,Transaction,14-03-2025,11-03-2025,Within SLA,1,,No,0,13-03-2025,
11-03-2025,c7fbfc36-a3ca-4af5-8726-9e1079760d47,Portal,Request,Debt,gxC-43644,New York,Black PLC,Future-proofed real-time architecture,Team A,Approval,Group 1,Team Y,Onshore,11-03-2025,Sydney,RPA,Yes,Yes,Singapore,graycatherine,Non consented,Yes,Yes,08-03-2025,09-03-2025,Query,18-03-2025,,Within SLA,1,7,No,0,12-03-2025,
11-03-2025,0592b473-5849-42c5-a917-ab48031612dd,Paper,Change,Debt,wjq-42155,London,"Davis, Lopez and Ward",User-centric mission-critical knowledge user,Team B,Processing,Group 1,Team Z,Onshore,12-03-2025,London,RPA,No,No,New York,kaylavelazquez,Consented,No,Yes,08-03-2025,10-03-2025,Query,18-03-2025,,Within SLA,1,7,No,0,13-03-2025,
11-03-2025,915c60ab-9a30-4adc-aac3-455401daf8d4,Email,Follow-up,Equity,Jca-52688,Singapore,"Gould, Jones and Brown",Triple-buffered logistical capability,Team A,Processing,Group 1,Team Y,Onshore,12-03-2025,Singapore,RPA,Yes,Yes,London,tylergarcia,Non consented,Yes,Yes,08-03-2025,10-03-2025,Query,14-03-2025,11-03-2025,Within SLA,1,,No,0,14-03-2025,
11-03-2025,4ce25026-c8d1-4130-a18a-84328f51cefa,Paper,Closure,Debt,aaO-99806,New York,Grant-Welch,Extended directional monitoring,Team C,Approval,Group 1,Team Y,Onshore,12-03-2025,Mumbai,RPA,Yes,No,Singapore,greeneamy,Consented,No,Yes,08-03-2025,10-03-2025,Complaint,18-03-2025,,Within SLA,1,7,Yes,2,13-03-2025,Awaiting Docs
11-03-2025,85821014-01fb-48f2-8a48-5c4c2ed686db,Phone,Closure,Debt,shd-62781,Mumbai,Fleming-Gates,Synergistic static solution,Team B,Validation,Group 2,Team X,Onshore,11-03-2025,London,Manual,No,No,Singapore,danielwolf,Consented,Yes,Yes,08-03-2025,09-03-2025,Query,14-03-2025,11-03-2025,Within SLA,1,,Yes,2,12-03-2025,Client Response
11-03-2025,e57f560e-0152-4c84-b8dc-86ab9f0c56e8,Email,Closure,Equity,GMt-62678,London,"Turner, Robinson and Davis",Visionary interactive hub,Team C,Validation,Group 1,Team Z,Offshore,12-03-2025,London,Manual,Yes,Yes,Sydney,nelsoncarrie,Consented,Yes,No,10-03-2025,10-03-2025,Query,18-03-2025,,Within SLA,1,7,No,0,13-03-2025,
11-03-2025,13c87039-6c49-41d6-b596-6ac3b73d0361,Paper,Request,Hybrid,KGl-33915,Mumbai,Wade Ltd,Multi-layered grid-enabled adapter,Team A,Processing,Group 2,Team X,Onshore,12-03-2025,Sydney,RPA,No,No,Mumbai,christinekrueger,Non consented,Yes,Yes,07-03-2025,10-03-2025,Transaction,12-03-2025,,Within SLA,2,1,No,0,12-03-2025,
11-03-2025,972c2919-a7ae-45ca-b344-6d8cd7026b93,Phone,Closure,Debt,SwI-64033,London,Coffey-Ball,Optional cohesive installation,Team A,Validation,Group 2,Team X,Offshore,12-03-2025,Mumbai,Manual,Yes,Yes,New York,marcuscallahan,Non consented,Yes,Yes,09-03-2025,10-03-2025,Query,13-03-2025,11-03-2025,Within SLA,1,,Yes,1,14-03-2025,Awaiting Docs
11-03-2025,5694bc8c-36d7-4c30-ace8-246d9211bc3c,Portal,Request,Equity,UCz-46382,Singapore,Dorsey-Boyer,Phased high-level open system,Team A,Processing,Group 2,Team Z,Offshore,11-03-2025,Mumbai,Manual,No,No,Mumbai,amanda93,Non consented,No,No,06-03-2025,09-03-2025,Query,14-03-2025,,Within SLA,3,3,No,0,14-03-2025,
11-03-2025,b5db37c9-5977-42ea-94dd-74e194388ac8,Paper,Change,Equity,moq-06048,Singapore,"Davis, Sparks and Klein",Public-key exuding artificial intelligence,Team A,Processing,Group 1,Team Z,Offshore,13-03-2025,London,Manual,No,No,Singapore,pagesara,Consented,Yes,No,09-03-2025,11-03-2025,Transaction,17-03-2025,11-03-2025,Within SLA,1,,No,0,13-03-2025,
11-03-2025,32d2ccb1-1ba9-4254-8119-ca56de72552a,Paper,Request,Hybrid,ytW-91140,Singapore,"Hartman, Johnson and Graham",Centralized mobile service-desk,Team B,Processing,Group 2,Team X,Offshore,11-03-2025,London,RPA,Yes,Yes,Sydney,whitegregory,Consented,No,Yes,08-03-2025,09-03-2025,Transaction,17-03-2025,,Within SLA,1,6,No,0,12-03-2025,
11-03-2025,ac9b7caa-5196-4781-8614-f2d69247984f,Paper,Follow-up,Debt,lPH-30408,London,Thomas and Sons,Reverse-engineered systematic approach,Team C,Audit,Group 1,Team Y,Offshore,12-03-2025,Singapore,RPA,No,No,Sydney,kyle54,Consented,No,No,10-03-2025,10-03-2025,Transaction,19-03-2025,11-03-2025,Within SLA,1,,Yes,1,14-03-2025,Other
11-03-2025,647bf02c-497e-4231-b85f-7f17697551f6,Email,Change,Equity,ubc-47609,Mumbai,Palmer LLC,Compatible user-facing array,Team B,Validation,Group 1,Team Z,Offshore,11-03-2025,Mumbai,Manual,Yes,Yes,Mumbai,xsanchez,Non consented,Yes,Yes,08-03-2025,09-03-2025,Transaction,13-03-2025,11-03-2025,Within SLA,1,,No,0,13-03-2025,
11-03-2025,ffe2ea17-b7e1-4b62-a0d7-59cdc823214a,Portal,Request,Equity,bLS-31187,London,"Lee, Parker and Anderson",Implemented eco-centric process improvement,Team B,Processing,Group 1,Team Z,Offshore,13-03-2025,New York,Manual,No,Yes,New York,rosaleskaren,Consented,Yes,No,09-03-2025,11-03-2025,Query,18-03-2025,,Within SLA,1,7,No,0,12-03-2025,
11-03-2025,eb5a256e-f342-4af3-a7c6-076fce76a8de,Email,Follow-up,Hybrid,OrE-77084,New York,Davis Group,Grass-roots empowering support,Team B,Approval,Group 1,Team Y,Onshore,11-03-2025,Sydney,RPA,Yes,Yes,Singapore,josephhernandez,Consented,No,Yes,08-03-2025,09-03-2025,Transaction,18-03-2025,,Within SLA,1,7,Yes,1,14-03-2025,Awaiting Docs
11-03-2025,2d71b9f4-3d70-4315-9863-0386d9a7f959,Paper,Change,Hybrid,Apf-94361,London,Johnson and Sons,Face-to-face solution-oriented product,Team C,Validation,Group 2,Team Y,Offshore,11-03-2025,Mumbai,RPA,No,Yes,Singapore,underwooddaniel,Consented,No,No,08-03-2025,09-03-2025,Transaction,12-03-2025,,Within SLA,1,1,No,0,13-03-2025,
11-03-2025,54253fa2-0cda-4658-afab-8b4baff4c1b8,Phone,Closure,Hybrid,lDi-11350,London,Caldwell-Nguyen,Cross-platform 5thgeneration pricing structure,Team B,Audit,Group 1,Team Z,Onshore,13-03-2025,Sydney,Manual,No,No,Mumbai,jacquelinemorris,Non consented,No,Yes,10-03-2025,11-03-2025,Complaint,17-03-2025,,Within SLA,1,6,Yes,1,12-03-2025,Other
11-03-2025,c9205878-89b4-4fde-9943-ef7ea86a3d73,Paper,Request,Hybrid,qSx-92086,Mumbai,"Gomez, House and Jacobson",Pre-emptive holistic circuit,Team C,Approval,Group 2,Team X,Onshore,12-03-2025,Singapore,RPA,No,No,Singapore,wrightjulie,Non consented,No,No,08-03-2025,10-03-2025,Transaction,14-03-2025,11-03-2025,Within SLA,1,,No,0,13-03-2025,
11-03-2025,7ed697ad-475f-4dfc-89bb-ba2689e6298c,Phone,Request,Equity,odT-52639,New York,Flores-Garcia,Fully-configurable client-server functionalities,Team B,Validation,Group 1,Team Y,Offshore,13-03-2025,Mumbai,RPA,No,No,London,lopezcody,Consented,No,No,09-03-2025,11-03-2025,Query,12-03-2025,11-03-2025,Within SLA,1,,No,0,13-03-2025,
11-03-2025,952265e8-4ecf-4053-8ade-c87a0000a4ae,Paper,Closure,Hybrid,PXZ-86876,Singapore,Ball-Douglas,User-friendly next generation utilization,Team B,Approval,Group 1,Team Y,Offshore,11-03-2025,Sydney,Manual,No,Yes,New York,vsmith,Non consented,No,Yes,06-03-2025,09-03-2025,Complaint,11-03-2025,11-03-2025,Within SLA,3,,No,0,14-03-2025,
11-03-2025,41fe6dc6-969d-4b8f-81db-5d32715c69bc,Phone,Request,Equity,qpZ-73899,New York,Gentry Ltd,Expanded user-facing utilization,Team B,Audit,Group 1,Team Y,Onshore,13-03-2025,Mumbai,RPA,Yes,Yes,New York,mariarodriguez,Consented,No,Yes,09-03-2025,11-03-2025,Transaction,12-03-2025,,Within SLA,1,1,Yes,1,14-03-2025,System Issue
11-03-2025,f801e0bc-2bc8-4890-9d54-11d9cb43d5c8,Email,Closure,Hybrid,mGK-50856,London,Thompson-Medina,Team-oriented attitude-oriented implementation,Team C,Validation,Group 2,Team Z,Offshore,13-03-2025,Sydney,RPA,No,No,London,dmartinez,Non consented,Yes,Yes,08-03-2025,11-03-2025,Transaction,17-03-2025,11-03-2025,Within SLA,1,,Yes,1,12-03-2025,Client Response
11-03-2025,c562266f-2d47-4d14-98f6-8231afb39757,Phone,Request,Hybrid,chB-89775,New York,Harvey PLC,Reverse-engineered global pricing structure,Team A,Approval,Group 2,Team X,Offshore,13-03-2025,London,RPA,No,No,New York,dawsoncameron,Non consented,Yes,Yes,09-03-2025,11-03-2025,Query,14-03-2025,,Within SLA,1,3,Yes,1,14-03-2025,Other
11-03-2025,3cabe96a-205d-4d89-a05d-21dcac65fe87,Paper,Change,Debt,dFJ-15105,Singapore,Torres LLC,Profound zero tolerance firmware,Team C,Approval,Group 1,Team X,Onshore,12-03-2025,Mumbai,Manual,No,Yes,Sydney,michellestephenson,Non consented,No,Yes,09-03-2025,10-03-2025,Query,13-03-2025,11-03-2025,Within SLA,1,,No,0,13-03-2025,
11-03-2025,7a1039b2-8c26-41da-8212-2ecb1108d8fa,Paper,Closure,Debt,kXU-58321,Singapore,"Richardson, Stuart and Gallegos",Reactive uniform function,Team B,Audit,Group 1,Team X,Onshore,12-03-2025,London,Manual,Yes,Yes,London,gilbertjames,Consented,No,Yes,08-03-2025,10-03-2025,Transaction,18-03-2025,11-03-2025,Within SLA,1,,No,0,12-03-2025,
11-03-2025,daf170d5-f348-4765-8d8f-ce253245d251,Paper,Request,Equity,Vho-81927,London,Nguyen-Thomas,Balanced mobile algorithm,Team C,Validation,Group 2,Team Y,Offshore,12-03-2025,London,Manual,No,No,London,candrews,Consented,Yes,No,09-03-2025,10-03-2025,Transaction,14-03-2025,,Within SLA,1,3,Yes,1,14-03-2025,System Issue
11-03-2025,bc916ca4-56c3-4049-9ece-2742dbf8880b,Paper,Follow-up,Equity,zyy-28147,Singapore,Alvarez Inc,Switchable neutral conglomeration,Team A,Validation,Group 2,Team Z,Onshore,13-03-2025,Sydney,Manual,Yes,No,Mumbai,charlesmyers,Consented,Yes,Yes,11-03-2025,11-03-2025,Transaction,14-03-2025,11-03-2025,Within SLA,0,,Yes,1,14-03-2025,Other
11-03-2025,3b440944-7b12-498c-abcd-9b4e7f7ef16a,Paper,Request,Hybrid,vgo-90006,London,Holt-Jimenez,Down-sized user-facing encoding,Team B,Validation,Group 2,Team X,Offshore,12-03-2025,New York,Manual,No,No,New York,gregory92,Consented,Yes,Yes,08-03-2025,10-03-2025,Complaint,18-03-2025,11-03-2025,Within SLA,1,,No,0,13-03-2025,
11-03-2025,3fdaf9ff-9b60-4cb2-b90f-2580102fbd0b,Paper,Request,Debt,clI-59373,New York,Duran-Rodriguez,Reduced mobile Graphical User Interface,Team B,Audit,Group 2,Team X,Offshore,11-03-2025,London,RPA,No,Yes,Sydney,bmay,Consented,Yes,Yes,09-03-2025,09-03-2025,Complaint,17-03-2025,11-03-2025,Within SLA,1,,Yes,1,13-03-2025,Client Response
11-03-2025,7cba3e30-c568-4aa5-9ad2-4852e30ef8c9,Email,Request,Hybrid,YQe-63150,Mumbai,"Williams, Bush and Baker",Customer-focused bottom-line pricing structure,Team C,Audit,Group 1,Team Z,Offshore,11-03-2025,London,Manual,Yes,No,Singapore,princekimberly,Consented,Yes,Yes,07-03-2025,09-03-2025,Query,18-03-2025,,Within SLA,2,7,Yes,2,14-03-2025,Awaiting Docs
11-03-2025,4626d873-9c6a-42af-936f-906038f5fe52,Email,Closure,Hybrid,xJv-46016,Sydney,"Anderson, Hill and Jacobson",Managed leadingedge hub,Team B,Validation,Group 2,Team Z,Onshore,12-03-2025,New York,RPA,Yes,No,London,anne79,Consented,No,Yes,08-03-2025,10-03-2025,Complaint,14-03-2025,11-03-2025,Within SLA,1,,No,0,13-03-2025,
11-03-2025,7f7cb048-6e25-4dc2-ab6b-d286c7e7f46d,Email,Change,Hybrid,fRL-04923,London,Snyder PLC,Robust clear-thinking matrix,Team C,Audit,Group 2,Team Y,Offshore,13-03-2025,London,RPA,No,No,Mumbai,erin28,Non consented,Yes,No,08-03-2025,11-03-2025,Transaction,12-03-2025,11-03-2025,Within SLA,1,,No,0,14-03-2025,
11-03-2025,aad58488-8577-4d09-85d6-0036046ab28d,Portal,Follow-up,Debt,xgQ-88291,Mumbai,"Smith, Jones and Lambert",Open-source disintermediate alliance,Team A,Audit,Group 1,Team X,Onshore,11-03-2025,New York,Manual,No,No,Mumbai,nicholas72,Non consented,No,Yes,08-03-2025,09-03-2025,Transaction,13-03-2025,,Within SLA,1,2,Yes,2,12-03-2025,Awaiting Docs
11-03-2025,8e19b9a8-b489-4bb2-870f-6aa905c482d9,Paper,Follow-up,Debt,AsY-55068,Singapore,Baker-Jennings,Cross-platform holistic frame,Team A,Validation,Group 2,Team Z,Onshore,11-03-2025,London,Manual,Yes,Yes,New York,tommyandrews,Non consented,Yes,Yes,08-03-2025,09-03-2025,Query,13-03-2025,11-03-2025,Within SLA,1,,Yes,2,12-03-2025,Awaiting Docs
11-03-2025,1ebf4bd9-9060-4248-949e-f4fa84bc9b43,Portal,Closure,Debt,OIg-93029,London,Mack-Kennedy,Assimilated encompassing database,Team C,Processing,Group 1,Team Y,Offshore,12-03-2025,Sydney,Manual,No,No,Mumbai,jonathanward,Consented,No,Yes,07-03-2025,10-03-2025,Transaction,18-03-2025,11-03-2025,Within SLA,2,,Yes,1,14-03-2025,System Issue
11-03-2025,d3ccd874-331e-4752-a3de-0eeb0292bfcb,Email,Request,Hybrid,Hkj-92692,New York,Martinez-Nichols,Up-sized contextually-based definition,Team C,Processing,Group 1,Team Z,Onshore,11-03-2025,Sydney,Manual,No,No,Mumbai,lance67,Non consented,No,No,06-03-2025,09-03-2025,Query,11-03-2025,,Within SLA,3,0,Yes,1,12-03-2025,Awaiting Docs
11-03-2025,35e96898-a3c7-4d52-b204-cf2550a75601,Paper,Follow-up,Equity,LCq-51597,Mumbai,Wolf-Mullins,Multi-layered coherent circuit,Team A,Approval,Group 2,Team Y,Onshore,13-03-2025,Sydney,Manual,Yes,Yes,New York,lauren16,Non consented,No,Yes,09-03-2025,11-03-2025,Query,12-03-2025,,Within SLA,1,1,Yes,1,14-03-2025,System Issue
11-03-2025,01c15e8e-3f6e-463f-a718-c58bc244d238,Paper,Closure,Debt,BbL-11805,Mumbai,"Vargas, Thomas and Santana",Vision-oriented cohesive strategy,Team C,Processing,Group 2,Team X,Onshore,12-03-2025,Sydney,RPA,No,Yes,Mumbai,laneseth,Consented,No,No,08-03-2025,10-03-2025,Transaction,18-03-2025,,Within SLA,1,7,No,0,12-03-2025,
11-03-2025,9c46bafe-6c93-4921-a650-ff6ab40f973e,Portal,Follow-up,Debt,VBd-89345,Singapore,"Brown, Mora and Bryan",Reverse-engineered fault-tolerant core,Team B,Audit,Group 2,Team Y,Offshore,12-03-2025,Mumbai,RPA,No,No,Singapore,jenniferthomas,Non consented,Yes,No,10-03-2025,10-03-2025,Complaint,19-03-2025,11-03-2025,Within SLA,1,,Yes,1,14-03-2025,Awaiting Docs
11-03-2025,e8c6e9aa-6f36-4cde-8e65-d7faaff2632a,Paper,Closure,Debt,CTF-91776,New York,"Wood, Armstrong and Meza",Vision-oriented bandwidth-monitored database,Team C,Audit,Group 2,Team Z,Onshore,11-03-2025,Mumbai,RPA,No,No,Mumbai,meganchambers,Consented,Yes,No,08-03-2025,09-03-2025,Transaction,18-03-2025,11-03-2025,Within SLA,1,,No,0,12-03-2025,
11-03-2025,1358965e-6c96-4182-bac4-072c1086bc2e,Phone,Follow-up,Debt,kKj-37036,New York,Huff PLC,Synergistic executive installation,Team B,Processing,Group 2,Team X,Offshore,12-03-2025,New York,Manual,No,Yes,London,hayescrystal,Non consented,No,Yes,08-03-2025,10-03-2025,Transaction,17-03-2025,11-03-2025,Within SLA,1,,Yes,1,13-03-2025,Other
11-03-2025,6d7aa1de-6f72-4c4f-8a5a-e35df22364d1,Paper,Change,Debt,RPy-99107,Singapore,Lewis and Sons,Integrated 4thgeneration product,Team C,Audit,Group 1,Team Y,Onshore,13-03-2025,Singapore,Manual,No,Yes,Singapore,rebecca86,Non consented,Yes,No,10-03-2025,11-03-2025,Complaint,17-03-2025,,Within SLA,1,6,Yes,1,14-03-2025,Awaiting Docs
11-03-2025,8ae05e15-c1dd-45b1-9e0d-e242d79898ae,Email,Follow-up,Hybrid,yLi-31707,Singapore,Mcguire and Sons,Public-key fresh-thinking emulation,Team B,Approval,Group 2,Team X,Offshore,13-03-2025,New York,Manual,Yes,Yes,New York,tiffanyhayden,Consented,No,Yes,09-03-2025,11-03-2025,Complaint,13-03-2025,,Within SLA,1,2,Yes,1,13-03-2025,Client Response
11-03-2025,4cd62688-380b-4a7c-a866-81e1a238718a,Email,Request,Equity,Vvx-70663,Mumbai,Adams Inc,Distributed explicit infrastructure,Team C,Approval,Group 2,Team Y,Onshore,12-03-2025,Sydney,Manual,No,No,New York,jason25,Consented,Yes,Yes,09-03-2025,10-03-2025,Query,18-03-2025,,Within SLA,1,7,Yes,1,12-03-2025,Awaiting Docs
11-03-2025,7a3357ba-5332-4297-9d77-9f7daa58f20d,Email,Closure,Equity,yFc-78450,Mumbai,"Miller, Torres and Johnson",Automated tangible support,Team B,Audit,Group 2,Team Z,Onshore,11-03-2025,Sydney,Manual,Yes,Yes,Sydney,whiteanne,Non consented,No,No,06-03-2025,09-03-2025,Complaint,13-03-2025,,Within SLA,3,2,Yes,2,13-03-2025,Other
11-03-2025,da107663-58c9-4ed6-8aba-f1614752851c,Paper,Request,Equity,Ryr-31074,Sydney,Brock-Cox,Team-oriented needs-based workforce,Team A,Approval,Group 1,Team X,Onshore,11-03-2025,Singapore,Manual,No,No,New York,smarshall,Non consented,No,Yes,06-03-2025,09-03-2025,Transaction,12-03-2025,11-03-2025,Within SLA,3,,No,0,12-03-2025,
11-03-2025,a6915194-3702-4c74-abd8-14ef3df9527d,Paper,Follow-up,Hybrid,luq-47576,Mumbai,Tapia and Sons,Re-engineered tangible strategy,Team A,Validation,Group 1,Team X,Offshore,13-03-2025,London,RPA,Yes,No,Sydney,deborahmartin,Consented,No,No,10-03-2025,11-03-2025,Complaint,17-03-2025,,Within SLA,1,6,Yes,1,13-03-2025,Client Response
11-03-2025,4f8f6b0e-1767-4f91-8fc1-3f45f239d162,Portal,Closure,Hybrid,cQM-11544,Singapore,Moore-Hughes,Open-architected maximized matrix,Team B,Validation,Group 1,Team X,Onshore,12-03-2025,Singapore,Manual,No,No,New York,anthony56,Consented,No,Yes,08-03-2025,10-03-2025,Transaction,13-03-2025,,Within SLA,1,2,Yes,2,12-03-2025,Awaiting Docs
11-03-2025,4a9f1f4e-d1c4-4966-8a98-dc5ee5bd48f3,Portal,Change,Debt,sef-51454,Mumbai,"Crawford, Russell and Miller",Team-oriented zero administration superstructure,Team A,Validation,Group 1,Team Y,Offshore,13-03-2025,Singapore,Manual,No,Yes,Mumbai,rogersrobert,Non consented,Yes,No,08-03-2025,11-03-2025,Complaint,12-03-2025,,Within SLA,1,1,Yes,2,13-03-2025,Other
11-03-2025,a3527852-0565-4690-9236-2f3ba7a65397,Email,Change,Equity,JrT-64818,Mumbai,Barrera LLC,Visionary tangible time-frame,Team A,Approval,Group 1,Team Z,Onshore,13-03-2025,Sydney,RPA,No,Yes,Sydney,aaron08,Consented,No,No,08-03-2025,11-03-2025,Complaint,18-03-2025,,Within SLA,1,7,Yes,2,13-03-2025,System Issue
11-03-2025,482efd67-93ed-4432-bd1e-097103047d49,Portal,Request,Debt,AHl-91465,London,Thornton PLC,Open-architected bifurcated installation,Team C,Processing,Group 2,Team X,Onshore,11-03-2025,London,Manual,No,No,New York,allisonpham,Non consented,No,Yes,07-03-2025,09-03-2025,Complaint,14-03-2025,,Within SLA,2,3,Yes,2,14-03-2025,Other
11-03-2025,7c547941-75bb-4b15-887d-5a44c26fad93,Paper,Request,Debt,WnP-99786,New York,Peters Inc,Adaptive human-resource matrices,Team A,Validation,Group 1,Team Z,Onshore,12-03-2025,New York,RPA,No,No,Sydney,eallen,Non consented,No,Yes,10-03-2025,10-03-2025,Query,14-03-2025,11-03-2025,Within SLA,1,,Yes,1,12-03-2025,Client Response
11-03-2025,d4162b88-387a-4ece-a792-9fc4a1af7f15,Email,Request,Hybrid,KdW-86855,Mumbai,Carter-Nunez,Intuitive reciprocal monitoring,Team B,Audit,Group 2,Team X,Offshore,12-03-2025,Singapore,RPA,Yes,No,Singapore,qmoore,Non consented,Yes,No,08-03-2025,10-03-2025,Complaint,13-03-2025,,Within SLA,1,2,No,0,12-03-2025,
11-03-2025,c35ce6f7-db65-4d58-ab68-ea25453235cd,Paper,Change,Hybrid,cEB-60319,Mumbai,"Gallegos, Holt and Thomas",Universal solution-oriented core,Team B,Validation,Group 1,Team Z,Onshore,11-03-2025,Mumbai,RPA,No,Yes,New York,doriscook,Consented,No,No,07-03-2025,09-03-2025,Complaint,17-03-2025,,Within SLA,2,6,No,0,14-03-2025,
11-03-2025,f3ee3774-530f-4db0-ad29-679251e11372,Paper,Closure,Hybrid,rAP-43318,Mumbai,Rodriguez Inc,Networked heuristic collaboration,Team B,Audit,Group 1,Team X,Offshore,12-03-2025,Mumbai,Manual,No,No,New York,jennifer26,Consented,Yes,Yes,10-03-2025,10-03-2025,Query,17-03-2025,,Within SLA,1,6,Yes,1,14-03-2025,Client Response
11-03-2025,d10503f4-20cc-45d0-b49d-a6c693264303,Portal,Closure,Hybrid,Jkc-56500,Mumbai,Phelps Group,Multi-tiered didactic task-force,Team B,Processing,Group 1,Team X,Offshore,13-03-2025,New York,Manual,No,No,Singapore,drice,Non consented,No,Yes,09-03-2025,11-03-2025,Query,12-03-2025,11-03-2025,Within SLA,1,,Yes,1,12-03-2025,Awaiting Docs
11-03-2025,87d608b5-5071-4af5-9bed-a8a90f2c3e92,Phone,Closure,Equity,GBH-99008,Sydney,Morris PLC,Customer-focused dedicated product,Team B,Validation,Group 2,Team Z,Onshore,12-03-2025,London,RPA,Yes,No,Singapore,yatesdana,Non consented,No,No,09-03-2025,10-03-2025,Query,13-03-2025,11-03-2025,Within SLA,1,,No,0,14-03-2025,
